,RB.SHF,I.DCE,HC.SHF,JM.DCE,J.DCE
2015-12-18 0:00:00,1712,300.5,1866,536.5,630
2015-12-21 0:00:00,1749,309.5,1900,546,640
2015-12-22 0:00:00,1731,308,1871,545.5,637.5
2015-12-23 0:00:00,1717,302.5,1849,543.5,635
2015-12-24 0:00:00,1724,304,1865,545.5,629
2015-12-25 0:00:00,1737,304.5,1873,543,631.5
2015-12-28 0:00:00,1741,309,1868,542,629
2015-12-29 0:00:00,1780,316,1911,555,641
2015-12-30 0:00:00,1780,321,1932,558,644.5
2015-12-31 0:00:00,1784,322,1949,565,643
2016-01-04 0:00:00,1777,321.5,1929,555,636
2016-01-05 0:00:00,1789,324.5,1958,561,640
2016-01-06 0:00:00,1775,318.5,1935,551,625.5
2016-01-07 0:00:00,1773,320,1924,550,621
2016-01-08 0:00:00,1759,311.5,1881,551,624
2016-01-11 0:00:00,1758,305.5,1877,550.5,623.5
2016-01-12 0:00:00,1741,300.5,1857,535.5,612.5
2016-01-13 0:00:00,1740,300.5,1857,529,617
2016-01-14 0:00:00,1758,305,1881,531,621
2016-01-15 0:00:00,1778,306.5,1898,528,626.5
2016-01-18 0:00:00,1827,319,1937,542,639
2016-01-19 0:00:00,1839,322,1949,543,641.5
2016-01-20 0:00:00,1818,314,1929,537.5,633.5
2016-01-21 0:00:00,1808,314,1923,531.5,637
2016-01-22 0:00:00,1823,315.5,1934,545.5,646
2016-01-25 0:00:00,1840,313.5,1938,545,645
2016-01-26 0:00:00,1845,318,1945,551.5,647.5
2016-01-27 0:00:00,1863,324.5,1945,560.5,653
2016-01-28 0:00:00,1815,318.5,1898,552.5,644.5
2016-01-29 0:00:00,1814,321,1909,555,639.5
2016-02-01 0:00:00,1819,324.5,1924,558,643
2016-02-02 0:00:00,1815,325.5,1918,558.5,642
2016-02-03 0:00:00,1826,329,1923,559,644.5
2016-02-04 0:00:00,1851,340.5,1964,564.5,649.5
2016-02-05 0:00:00,1843,335.5,1944,558,641.5
2016-02-15 0:00:00,1872,339.5,1956,558.5,642
2016-02-16 0:00:00,1865,339,1969,566.5,657
2016-02-17 0:00:00,1861,339,1961,563,654
2016-02-18 0:00:00,1870,344,1975,568,658
2016-02-19 0:00:00,1897,353,1992,571,668
2016-02-22 0:00:00,1962,365.5,2083,594,690
2016-02-23 0:00:00,1926,368,2058,600,691.5
2016-02-24 0:00:00,1929,372.5,2063,612.5,705.5
2016-02-25 0:00:00,1928,369.5,2053,608,701
2016-02-26 0:00:00,1922,364,2059,606.5,701.5
2016-02-29 0:00:00,1969,369.5,2089,612.5,712
2016-03-01 0:00:00,1994,377.5,2109,613,710
2016-03-02 0:00:00,1993,385.5,2110,608,710
2016-03-03 0:00:00,1974,383.5,2127,602.5,702
2016-03-04 0:00:00,1987,396.5,2174,591.5,705.5
2016-03-07 0:00:00,2073,407,2256,616.5,729
2016-03-08 0:00:00,2194,423,2390,622.5,752
2016-03-09 0:00:00,2104,424,2218,600.5,722
2016-03-10 0:00:00,2130,439,2269,601,727
2016-03-11 0:00:00,2085,427,2235,612.5,736.5
2016-03-14 0:00:00,1986,422.5,2200,614,745
2016-03-15 0:00:00,1972,413,2160,613,744
2016-03-16 0:00:00,2008,419,2181,613.5,753.5
2016-03-17 0:00:00,2078,435.5,2263,623,761
2016-03-18 0:00:00,2118,449.5,2322,633.5,772.5
2016-03-21 0:00:00,2147,422.5,2359,624.5,766
2016-03-22 0:00:00,2158,416.5,2357,627,768
2016-03-23 0:00:00,2193,411,2401,622.5,774.5
2016-03-24 0:00:00,2120,390,2327,609.5,756
2016-03-25 0:00:00,2184,392.5,2410,616.5,764
2016-03-28 0:00:00,2132,378.5,2346,610.5,774.5
2016-03-29 0:00:00,2159,379,2376,611,784
2016-03-30 0:00:00,2113,379,2343,609.5,774.5
2016-03-31 0:00:00,2136,380,2389,642.5,792
2016-04-01 0:00:00,2193,386.5,2483,656.5,811.5
2016-04-05 0:00:00,2194,382,2530,657.5,825
2016-04-06 0:00:00,2182,375,2505,655,815
2016-04-07 0:00:00,2191,377.5,2546,654,825.5
2016-04-08 0:00:00,2196,377,2574,655.5,834.5
2016-04-11 0:00:00,2293,388,2681,674,860.5
2016-04-12 0:00:00,2344,409.5,2719,696.5,903
2016-04-13 0:00:00,2353,419,2558,711.5,927.5
2016-04-14 0:00:00,2324,417.5,2508,711,913
2016-04-15 0:00:00,2300,408.5,2478,688,881
2016-04-18 0:00:00,2391,425.5,2581,719.5,941
2016-04-19 0:00:00,2494,433.5,2699,720,962.5
2016-04-20 0:00:00,2592,454.5,2833,755,1008
2016-04-21 0:00:00,2750,474,2954,772.5,1025.5
2016-04-22 0:00:00,2619,473,2817,765.5,1063
2016-04-25 0:00:00,2643,471,2831,818.5,1110
2016-04-26 0:00:00,2554,450.5,2685,797.5,1101.5
2016-04-27 0:00:00,2500,434.5,2632,761,1056.5
2016-04-28 0:00:00,2539,446,2692,729.5,1056.5
2016-04-29 0:00:00,2580,462,2731,773.5,1107
2016-05-03 0:00:00,2451,442.5,2574,727,1076.5
2016-05-04 0:00:00,2381,435,2524,730.5,1068
2016-05-05 0:00:00,2309,412.5,2458,706.5,1027
2016-05-06 0:00:00,2336,417.5,2493,694.5,984
2016-05-09 0:00:00,2175,388,2308,664,929.5
2016-05-10 0:00:00,2147,385.5,2303,688.5,936
2016-05-11 0:00:00,2146,385,2304,688,916
2016-05-12 0:00:00,2074,373,2236,684,913.5
2016-05-13 0:00:00,2030,363,2195,664.5,870
2016-05-16 0:00:00,2052,367.5,2245,685.5,873
2016-05-17 0:00:00,2114,385.5,2312,720,924.5
2016-05-18 0:00:00,2055,372,2244,704,893
2016-05-19 0:00:00,2043,367,2231,709,898.5
2016-05-20 0:00:00,2062,375,2255,727.5,921.5
2016-05-23 0:00:00,1947,353.5,2123,691.5,863.5
2016-05-24 0:00:00,1958,350.5,2153,660,829.5
2016-05-25 0:00:00,1916,342,2105,656,818
2016-05-26 0:00:00,1953,345,2153,684,842.5
2016-05-27 0:00:00,2033,350,2259,685,850
2016-05-30 0:00:00,1990,347.5,2230,688.5,848
2016-05-31 0:00:00,1978,344,2201,683,851.5
2016-06-01 0:00:00,1955,348.5,2167,685.5,847.5
2016-06-02 0:00:00,1954,343.5,2153,688,853
2016-06-03 0:00:00,1988,347.5,2176,697.5,857.5
2016-06-06 0:00:00,2059,367,2256,704.5,888.5
2016-06-07 0:00:00,2077,369.5,2284,695,888.5
2016-06-08 0:00:00,2099,366.5,2300,681,882
2016-06-13 0:00:00,2170,373,2336,662.5,876
2016-06-14 0:00:00,2072,355.5,2256,645,832.5
2016-06-15 0:00:00,2067,360,2251,655.5,836
2016-06-16 0:00:00,2074,366,2252,659,834.5
2016-06-17 0:00:00,2074,372.5,2261,673.5,854.5
2016-06-20 0:00:00,2062,369.5,2237,668,845.5
2016-06-21 0:00:00,2082,374,2260,677.5,842.5
2016-06-22 0:00:00,2143,386.5,2314,701.5,872
2016-06-23 0:00:00,2141,387.5,2307,708,877
2016-06-24 0:00:00,2126,385,2297,705.5,880.5
2016-06-27 0:00:00,2268,411,2448,734,938.5
2016-06-28 0:00:00,2265,419,2443,727,937.5
2016-06-29 0:00:00,2241,418.5,2409,716,932
2016-06-30 0:00:00,2337,428,2502,719,952
2016-07-01 0:00:00,2349,421,2509,717,949.5
2016-07-04 0:00:00,2424,438,2566,728.5,974
2016-07-05 0:00:00,2402,440.5,2530,717,951
2016-07-06 0:00:00,2378,428,2518,721,939.5
2016-07-07 0:00:00,2387,426.5,2557,722,946
2016-07-08 0:00:00,2445,430,2594,733.5,957.5
2016-07-11 0:00:00,2430,429,2589,739,958.5
2016-07-12 0:00:00,2558,453,2699,771.5,1019
2016-07-13 0:00:00,2516,457.5,2664,755,1012
2016-07-14 0:00:00,2524,464.5,2659,739.5,1014
2016-07-15 0:00:00,2527,461.5,2661,744.5,1022
2016-07-18 0:00:00,2362,431,2495,715,962.5
2016-07-19 0:00:00,2297,423.5,2430,722.5,957
2016-07-20 0:00:00,2310,423,2463,720.5,964.5
2016-07-21 0:00:00,2396,447,2572,742.5,1018
2016-07-22 0:00:00,2310,428.5,2495,731,1011
2016-07-25 0:00:00,2342,442.5,2557,751,1061
2016-07-26 0:00:00,2379,446,2604,742,1054.5
2016-07-27 0:00:00,2418,466,2623,753.5,1079.5
2016-07-28 0:00:00,2480,472.5,2674,771,1087
2016-07-29 0:00:00,2412,461,2599,763.5,1075
2016-08-01 0:00:00,2495,486.5,2700,780,1109
2016-08-02 0:00:00,2514,485.5,2689,787,1127.5
2016-08-03 0:00:00,2497,483.5,2673,780.5,1126
2016-08-04 0:00:00,2453,473.5,2626,769.5,1121.5
2016-08-05 0:00:00,2538,492.5,2710,784.5,1155
2016-08-08 0:00:00,2607,503,2787,821,1217
2016-08-09 0:00:00,2589,501.5,2752,808.5,1239
2016-08-10 0:00:00,2587,494,2754,810,1274.5
2016-08-11 0:00:00,2594,431,2760,815,1265
2016-08-12 0:00:00,2577,432,2747,813,1249
2016-08-15 0:00:00,2571,421.5,2733,865,1211
2016-08-16 0:00:00,2648,438,2817,877,1226.5
2016-08-17 0:00:00,2589,426.5,2790,866,1239
2016-08-18 0:00:00,2549,437,2793,845,1233
2016-08-19 0:00:00,2567,444.5,2786,848.5,1236
2016-08-22 0:00:00,2553,443.5,2776,857.5,1259.5
2016-08-23 0:00:00,2596,456.5,2839,868.5,1277
2016-08-24 0:00:00,2589,456,2825,867,1272.5
2016-08-25 0:00:00,2567,442,2823,859,1249.5
2016-08-26 0:00:00,2502,431,2784,861.5,1227
2016-08-29 0:00:00,2477,421,2830,874,1223.5
2016-08-30 0:00:00,2422,418,2780,883,1228.5
2016-08-31 0:00:00,2392,412.5,2734,859.5,1175
2016-09-01 0:00:00,2402,417.5,2633,876.5,1191.5
2016-09-02 0:00:00,2406,419.5,2652,901,1223.5
2016-09-05 0:00:00,2436,418.5,2668,936.5,1273
2016-09-06 0:00:00,2428,424,2643,946,1274
2016-09-07 0:00:00,2334,407.5,2560,903.5,1189.5
2016-09-08 0:00:00,2338,408.5,2587,909.5,1208.5
2016-09-09 0:00:00,2343,408.5,2595,902,1185.5
2016-09-12 0:00:00,2277,398,2542,865.5,1143
2016-09-13 0:00:00,2256,393.5,2534,855,1130.5
2016-09-14 0:00:00,2250,393.5,2552,866.5,1130
2016-09-19 0:00:00,2239,393.5,2540,891.5,1152.5
2016-09-20 0:00:00,2264,397.5,2548,926.5,1184
2016-09-21 0:00:00,2257,399,2530,931.5,1219.5
2016-09-22 0:00:00,2280,408,2567,921.5,1217
2016-09-23 0:00:00,2309,413.5,2604,943,1247.5
2016-09-26 0:00:00,2316,411.5,2619,963,1271
2016-09-27 0:00:00,2273,406,2570,960.5,1252
2016-09-28 0:00:00,2285,413,2585,970.5,1258
2016-09-29 0:00:00,2273,413.5,2565,999.5,1293
2016-09-30 0:00:00,2253,404.5,2541,1011.5,1309.5
2016-10-10 0:00:00,2270,412.5,2568,1023,1330
2016-10-11 0:00:00,2339,422,2675,1041,1359.5
2016-10-12 0:00:00,2358,428,2711,1063,1396
2016-10-13 0:00:00,2354,427,2696,1059.5,1419
2016-10-14 0:00:00,2399,438.5,2718,1111,1454
2016-10-17 0:00:00,2431,442,2738,1156,1485
2016-10-18 0:00:00,2441,437.5,2729,1180.5,1497.5
2016-10-19 0:00:00,2434,436,2756,1228.5,1536.5
2016-10-20 0:00:00,2486,443.5,2806,1213,1548.5
2016-10-21 0:00:00,2485,444.5,2791,1235,1568
2016-10-24 0:00:00,2491,454,2806,1243.5,1595.5
2016-10-25 0:00:00,2569,471.5,2884,1300,1680
2016-10-26 0:00:00,2534,474,2854,1277.5,1705
2016-10-27 0:00:00,2512,478.5,2849,1244,1675
2016-10-28 0:00:00,2588,494,2909,1307.5,1757.5
2016-10-31 0:00:00,2600,502,2969,1306.5,1816
2016-11-01 0:00:00,2613,502,3035,1313,1783
2016-11-02 0:00:00,2610,491.5,3064,1304.5,1778
2016-11-03 0:00:00,2691,500.5,3119,1336,1809.5
2016-11-04 0:00:00,2716,500,3125,1405.5,1910.5
2016-11-07 0:00:00,2889,520,3284,1516,2001.5
2016-11-08 0:00:00,2836,519,3220,1422.5,1965.5
2016-11-09 0:00:00,3015,551.5,3387,1559,2153
2016-11-10 0:00:00,2987,588,3346,1495.5,2096.5
2016-11-11 0:00:00,3126,614.5,3480,1563,2139
2016-11-14 0:00:00,2945,627,3350,1644,2183
2016-11-15 0:00:00,2858,591,3217,1509.5,1977
2016-11-16 0:00:00,2816,577,3205,1569,2057
2016-11-17 0:00:00,2814,577,3218,1558,2048
2016-11-18 0:00:00,2772,551,3179,1485,2010
2016-11-21 0:00:00,2714,552.5,3151,1483,2022
2016-11-22 0:00:00,2900,580.5,3342,1598.5,2183.5
2016-11-23 0:00:00,2954,616.5,3424,1566,2160
2016-11-24 0:00:00,2951,622,3399,1544,2119
2016-11-25 0:00:00,3154,613,3551,1582,2143
2016-11-28 0:00:00,3332,622.5,3620,1588.5,2199.5
2016-11-29 0:00:00,3062,577,3413,1501,2084
2016-11-30 0:00:00,3000,556,3247,1294.5,2078
2016-12-01 0:00:00,3187,595,3513,1306.5,2092
2016-12-02 0:00:00,3126,574,3494,1276,1728
2016-12-05 0:00:00,3204,605,3583,1292.5,1765.5
2016-12-06 0:00:00,3217,604.5,3642,1280,1747.5
2016-12-07 0:00:00,3382,644.5,3751,1344,1870
2016-12-08 0:00:00,3394,635,3760,1317,1826
2016-12-09 0:00:00,3345,618,3740,1289,1763
2016-12-12 0:00:00,3444,635.5,3770,1242,1735.5
2016-12-13 0:00:00,3505,645.5,3822,1258,1761.5
2016-12-14 0:00:00,3375,605,3722,1271,1753.5
2016-12-15 0:00:00,3413,608.5,3787,1288,1789.5
2016-12-16 0:00:00,3293,591.5,3676,1260,1749.5
2016-12-19 0:00:00,3171,560,3556,1293.5,1755.5
2016-12-20 0:00:00,3162,568,3574,1328.5,1779.5
2016-12-21 0:00:00,3169,573,3588,1329,1771
2016-12-22 0:00:00,3026,542.5,3415,1255,1653
2016-12-23 0:00:00,2984,548.5,3385,1248,1646
2016-12-26 0:00:00,2922,554.5,3299,1173.5,1554
2016-12-27 0:00:00,3006,560.5,3391,1177,1547
2016-12-28 0:00:00,2989,564.5,3405,1168,1545
2016-12-29 0:00:00,2952,569,3352,1172.5,1539.5
2016-12-30 0:00:00,2867,548,3305,1177,1518
2017-01-03 0:00:00,2851,534,3298,1125.5,1480.5
2017-01-04 0:00:00,2930,542,3370,1138.5,1495
2017-01-05 0:00:00,2941,550.5,3358,1146.5,1506.5
2017-01-06 0:00:00,2912,538.5,3273,1161.5,1532
2017-01-09 0:00:00,3048,571.5,3449,1199,1589
2017-01-10 0:00:00,3167,594,3562,1268,1687
2017-01-11 0:00:00,3182,601,3569,1247.5,1667
2017-01-12 0:00:00,3207,607.5,3592,1245,1690
2017-01-13 0:00:00,3194,607,3566,1263.5,1699.5
2017-01-16 0:00:00,3375,653,3721,1325.5,1826
2017-01-17 0:00:00,3284,638,3629,1221.5,1662
2017-01-18 0:00:00,3292,638,3622,1224,1676.5
2017-01-19 0:00:00,3256,637,3551,1234,1677.5
2017-01-20 0:00:00,3194,612.5,3452,1179,1611
2017-01-23 0:00:00,3180,607.5,3462,1180.5,1590
2017-01-24 0:00:00,3292,648.5,3585,1214,1648
2017-01-25 0:00:00,3299,641.5,3600,1200,1622.5
2017-01-26 0:00:00,3369,660,3660,1260,1699.5
2017-02-03 0:00:00,3113,611.5,3382,1172,1579
2017-02-06 0:00:00,3082,603,3385,1154.5,1528.5
2017-02-07 0:00:00,3165,625,3469,1164,1565
2017-02-08 0:00:00,3243,641,3533,1175,1570
2017-02-09 0:00:00,3206,641,3489,1132,1533
2017-02-10 0:00:00,3328,688,3620,1158,1586.5
2017-02-13 0:00:00,3437,712.5,3730,1204.5,1662.5
2017-02-14 0:00:00,3442,712,3728,1224.5,1680
2017-02-15 0:00:00,3391,697.5,3677,1214,1655.5
2017-02-16 0:00:00,3381,685.5,3653,1223,1650.5
2017-02-17 0:00:00,3473,702,3741,1235.5,1694.5
2017-02-20 0:00:00,3546,714,3762,1280,1759
2017-02-21 0:00:00,3575,732,3780,1268,1736
2017-02-22 0:00:00,3525,722.5,3679,1223.5,1666.5
2017-02-23 0:00:00,3483,708,3608,1219,1685
2017-02-24 0:00:00,3498,698.5,3591,1257.5,1716
2017-02-27 0:00:00,3612,714,3728,1266,1738
2017-02-28 0:00:00,3471,690.5,3549,1249.5,1718
2017-03-01 0:00:00,3542,698,3594,1327,1818.5
2017-03-02 0:00:00,3553,694.5,3579,1318.5,1810.5
2017-03-03 0:00:00,3566,688,3573,1310.5,1806
2017-03-06 0:00:00,3467,661,3467,1309.5,1788.5
2017-03-07 0:00:00,3494,661.5,3478,1303.5,1798.5
2017-03-08 0:00:00,3425,661.5,3423,1294,1787
2017-03-09 0:00:00,3389,658,3372,1304.5,1794.5
2017-03-10 0:00:00,3402,656,3423,1273.5,1768
2017-03-13 0:00:00,3604,684.5,3570,1318,1850
2017-03-14 0:00:00,3594,686.5,3538,1313,1863
2017-03-15 0:00:00,3641,724.5,3596,1304.5,1863
2017-03-16 0:00:00,3625,726.5,3578,1298,1877.5
2017-03-17 0:00:00,3575,715.5,3542,1275.5,1856
2017-03-20 0:00:00,3581,711.5,3533,1307,1900
2017-03-21 0:00:00,3476,687.5,3453,1301.5,1890
2017-03-22 0:00:00,3405,577,3358,1272,1852
2017-03-23 0:00:00,3127,580.5,3346,1306.5,1894
2017-03-24 0:00:00,3140,580.5,3353,1291,1892.5
2017-03-27 0:00:00,3057,549.5,3229,1234,1843.5
2017-03-28 0:00:00,3050,543,3086,1228.5,1854.5
2017-03-29 0:00:00,3169,571,3213,1277,1915
2017-03-30 0:00:00,3142,559,3191,1281,1907
2017-03-31 0:00:00,3152,552,3165,1235,1777
2017-04-05 0:00:00,3222,559.5,3170,1324.5,1896.5
2017-04-06 0:00:00,3162,560,3161,1343,1915
2017-04-07 0:00:00,3038,525.5,3078,1283.5,1818
2017-04-10 0:00:00,3000,520,3068,1264.5,1797
2017-04-11 0:00:00,2982,524.5,3030,1216,1736
2017-04-12 0:00:00,2893,506,2913,1154.5,1633.5
2017-04-13 0:00:00,2917,505.5,2954,1142.5,1635
2017-04-14 0:00:00,2942,507.5,2984,1108,1612
2017-04-17 0:00:00,2912,493,2973,1128.5,1654
2017-04-18 0:00:00,2824,468,2881,1096.5,1604
2017-04-19 0:00:00,2852,480,2893,1078,1546
2017-04-20 0:00:00,2889,488.5,2930,1124.5,1605.5
2017-04-21 0:00:00,2928,505.5,2961,1138.5,1651
2017-04-24 0:00:00,2927,503,2956,1091.5,1599
2017-04-25 0:00:00,2948,498,2992,1085,1604.5
2017-04-26 0:00:00,2967,496.5,3020,1080,1570.5
2017-04-27 0:00:00,3016,506,3063,1116.5,1599
2017-04-28 0:00:00,3115,521,3149,1127,1629
2017-05-02 0:00:00,3134,533.5,3142,1141,1628.5
2017-05-03 0:00:00,3131,523,3112,1106,1573.5
2017-05-04 0:00:00,2931,485,2891,1049.5,1493
2017-05-05 0:00:00,2931,461.5,2887,1020,1477.5
2017-05-08 0:00:00,3004,466.5,2931,1039,1498.5
2017-05-09 0:00:00,3016,466,2895,1046.5,1527
2017-05-10 0:00:00,3077,474.5,2930,1066,1572.5
2017-05-11 0:00:00,3060,465,2952,1025.5,1542.5
2017-05-12 0:00:00,2941,450.5,2840,1013.5,1507.5
2017-05-15 0:00:00,2991,457,2916,1019.5,1507
2017-05-16 0:00:00,2999,461,2916,1029,1514
2017-05-17 0:00:00,3110,477.5,3037,1047.5,1550
2017-05-18 0:00:00,3144,468.5,3048,1029,1531
2017-05-19 0:00:00,3244,489,3117,1048.5,1572
2017-05-22 0:00:00,3342,494,3170,1048,1555
2017-05-23 0:00:00,3295,479,3153,1075,1581
2017-05-24 0:00:00,3246,455.5,3128,1037.5,1527
2017-05-25 0:00:00,3219,448,3133,1051,1539.5
2017-05-26 0:00:00,3240,454,3116,1033,1544
2017-05-31 0:00:00,3095,424.5,3037,949,1426.5
2017-06-01 0:00:00,3092,420,3021,950.5,1430.5
2017-06-02 0:00:00,3026,429.5,3012,940,1391
2017-06-05 0:00:00,2939,435,2936,958.5,1406.5
2017-06-06 0:00:00,2959,432,2938,969,1414.5
2017-06-07 0:00:00,2962,432.5,2957,971.5,1417.5
2017-06-08 0:00:00,2968,423,2974,969,1421.5
2017-06-09 0:00:00,3017,423.5,3074,951,1417
2017-06-12 0:00:00,3033,434,3104,966.5,1453
2017-06-13 0:00:00,2935,418.5,3006,954,1436.5
2017-06-14 0:00:00,3084,432,3120,985,1517.5
2017-06-15 0:00:00,3111,423,3185,968,1512
2017-06-16 0:00:00,3091,426.5,3164,964,1541
2017-06-19 0:00:00,3140,432.5,3236,998.5,1592.5
2017-06-20 0:00:00,3109,430.5,3228,1014.5,1588.5
2017-06-21 0:00:00,3069,433.5,3197,1029.5,1605.5
2017-06-22 0:00:00,3031,425.5,3194,1032.5,1621.5
2017-06-23 0:00:00,3104,434,3238,1041.5,1635.5
2017-06-26 0:00:00,3148,433,3288,1022.5,1634
2017-06-27 0:00:00,3224,456.5,3350,1049.5,1679
2017-06-28 0:00:00,3279,457.5,3389,1077.5,1691.5
2017-06-29 0:00:00,3297,477,3377,1132,1751.5
2017-06-30 0:00:00,3347,473.5,3383,1119.5,1752
2017-07-03 0:00:00,3413,487,3460,1147,1796
2017-07-04 0:00:00,3360,465,3391,1103.5,1761.5
2017-07-05 0:00:00,3420,469.5,3430,1122.5,1772.5
2017-07-06 0:00:00,3417,471,3414,1123.5,1783.5
2017-07-07 0:00:00,3428,481.5,3444,1128,1798.5
2017-07-10 0:00:00,3442,480,3452,1128.5,1831
2017-07-11 0:00:00,3565,488.5,3569,1151.5,1875
2017-07-12 0:00:00,3575,488.5,3590,1139,1851.5
2017-07-13 0:00:00,3657,491,3680,1183.5,1870.5
2017-07-14 0:00:00,3551,481,3598,1169.5,1840
2017-07-17 0:00:00,3627,494.5,3698,1222,1906
2017-07-18 0:00:00,3586,517,3657,1243.5,1902.5
2017-07-19 0:00:00,3679,532,3731,1255,1945.5
2017-07-20 0:00:00,3496,517,3617,1240.5,1917.5
2017-07-21 0:00:00,3525,521,3629,1262,1946
2017-07-24 0:00:00,3516,512,3586,1243,1898
2017-07-25 0:00:00,3568,526.5,3631,1262,1932
2017-07-26 0:00:00,3568,518,3644,1269.5,1937.5
2017-07-27 0:00:00,3570,527,3666,1283,1951.5
2017-07-28 0:00:00,3558,530,3660,1271.5,1958
2017-07-31 0:00:00,3733,570.5,3802,1344,2064
2017-08-01 0:00:00,3698,546.5,3766,1321,2053
2017-08-02 0:00:00,3725,544,3797,1339.5,2090
2017-08-03 0:00:00,3776,543.5,3809,1287.5,2023.5
2017-08-04 0:00:00,3882,548.5,3897,1261,2012.5
2017-08-07 0:00:00,4079,564,4030,1242.5,2047.5
2017-08-08 0:00:00,3884,549,4010,1281.5,2081
2017-08-09 0:00:00,4006,566.5,4098,1335.5,2145.5
2017-08-10 0:00:00,3964,563.5,4028,1334.5,2161
2017-08-11 0:00:00,3862,536,3937,1327.5,2166.5
2017-08-14 0:00:00,3807,527,3876,1299.5,2107.5
2017-08-15 0:00:00,3747,530,3840,1334,2120.5
2017-08-16 0:00:00,3707,523.5,3829,1358,2119
2017-08-17 0:00:00,3809,554.5,3942,1455.5,2253.5
2017-08-18 0:00:00,3895,580.5,4021,1482.5,2268.5
2017-08-21 0:00:00,3962,596,4068,1472.5,2314
2017-08-22 0:00:00,3933,606,4047,1485.5,2357.5
2017-08-23 0:00:00,3779,578.5,3865,1455,2351.5
2017-08-24 0:00:00,3858,582.5,3962,1479.5,2398
2017-08-25 0:00:00,3930,585.5,4050,1505.5,2474.5
2017-08-28 0:00:00,3932,572.5,4081,1471,2476
2017-08-29 0:00:00,3882,554,4054,1403,2387.5
2017-08-30 0:00:00,3868,556,4068,1395,2386.5
2017-08-31 0:00:00,3927,573,4072,1419,2345
2017-09-01 0:00:00,4062,583,4251,1442.5,2341
2017-09-04 0:00:00,4060,565.5,4284,1396,2284
2017-09-05 0:00:00,4084,576,4338,1424.5,2305
2017-09-06 0:00:00,3986,550,4222,1394,2340
2017-09-07 0:00:00,3958,545.5,4217,1398,2375.5
2017-09-08 0:00:00,3916,534.5,4151,1408.5,2402
2017-09-11 0:00:00,3915,533.5,4161,1439,2414.5
2017-09-12 0:00:00,3959,548,4177,1466,2468
2017-09-13 0:00:00,3914,534,4119,1428.5,2429
2017-09-14 0:00:00,3831,510,4078,1401,2374.5
2017-09-15 0:00:00,3805,508,4065,1315.5,2279
2017-09-18 0:00:00,3805,508,4065,1315.5,2279